estrato;SG_UF;perfil_cluster;candidatos_cluster_uf;eleitos_cluster_uf;taxa_cluster_uf;candidatos_estrato_uf;eleitos_estrato_uf;taxa_estrato_uf;indice_vs_estrato_uf;delta_pp_vs_estrato_uf;participacao_candidatos_estrato_uf;participacao_eleitos_estrato_uf;patrimonio_mediano_cluster_uf
04_alto;SP;Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;78;15;0.19230769230769232;669;89;0.13303437967115098;1.4455488331892827;5.927331263654134;0.11659192825112108;0.16853932584269662;2213440.4750000006
01_baixo;RJ;Baixo patrimônio - imobiliário concentrado;53;3;0.05660377358490566;510;20;0.0392156862745098;1.4433962264150944;1.7388087310395859;0.10392156862745099;0.15;52319.11
03_medio_alto;SE;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;25;4;0.16;72;8;0.1111111111111111;1.4400000000000002;4.88888888888889;0.3472222222222222;0.5;456000.0
04_alto;TO;Alto patrimônio - imobiliário + rural/agropecuário;37;10;0.2702702702702703;105;20;0.19047619047619047;1.418918918918919;7.979407979407982;0.3523809523809524;0.5;2075149.73
04_alto;SP;Alto patrimônio - imobiliário + financeiro;139;26;0.18705035971223022;669;89;0.13303437967115098;1.40603023199418;5.401598004107925;0.2077727952167414;0.29213483146067415;1293907.39
04_alto;MG;Alto patrimônio - imobiliário + financeiro;49;11;0.22448979591836735;418;67;0.16028708133971292;1.4005482790130976;6.420271457865442;0.11722488038277512;0.16417910447761194;1163000.0
03_medio_alto;PA;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;32;4;0.125;96;9;0.09375;1.3333333333333333;3.125;0.3333333333333333;0.4444444444444444;477000.0
04_alto;DF;Alto patrimônio - imobiliário concentrado com veicular e outros ativos;45;5;0.1111111111111111;167;14;0.08383233532934131;1.3253968253968254;2.7278775781769795;0.2694610778443114;0.35714285714285715;1220000.0
01_baixo;AP;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;35;3;0.08571428571428572;75;5;0.06666666666666667;1.2857142857142858;1.9047619047619049;0.4666666666666667;0.6;40000.0
03_medio_alto;RJ;Patrimônio médio-alto - veicular diversificado;35;4;0.11428571428571428;303;27;0.0891089108910891;1.2825396825396826;2.5176803394625176;0.11551155115511551;0.14814814814814814;428046.52
03_medio_alto;PR;Patrimônio médio-alto - imobiliário + veicular com veicular e financeiro;41;4;0.0975609756097561;236;18;0.07627118644067797;1.2791327913279131;2.128978916907813;0.17372881355932204;0.2222222222222222;515485.16
04_alto;RS;Alto patrimônio - imobiliário + rural/agropecuário;25;6;0.24;213;40;0.18779342723004694;1.278;5.220657276995305;0.11737089201877934;0.15;1229640.51
01_baixo;MG;Baixo patrimônio - imobiliário + veicular;29;1;0.034482758620689655;441;12;0.027210884353741496;1.2672413793103448;0.727187426694816;0.06575963718820861;0.08333333333333333;72507.34
04_alto;RJ;Alto patrimônio - imobiliário + societário com societário e financeiro;103;21;0.20388349514563106;309;50;0.16181229773462782;1.26;4.207119741100324;0.3333333333333333;0.42;1636501.43
